minute,player,outcome,is_goal,delivery,match_number,team,header
82,Sebastian CACERES,Off Target,0,Corner,13,Uruguay,IN POSSESSION
90,Nicolas DE LA CRUZ,On Target - Saved,0,Pass,13,Uruguay,IN POSSESSION
92,Federico VALVERDE,On Target - Saved,0,Corner,13,Uruguay,IN POSSESSION
93,Sebastian CACERES,Off Target,0,Corner,13,Uruguay,IN POSSESSION
94,Federico VALVERDE Deflected,Off Target,0,Pass,13,Uruguay,IN POSSESSION
95,Guillermo VARELA,Incomplete - Blocked,0,Loose Ball,13,Uruguay,IN POSSESSION
95,Brian RODRIGUEZ,On Target - Saved,0,Pass,13,Uruguay,IN POSSESSION
97,Juan Manuel SANABRIA,Incomplete,0,Loose Ball,13,Uruguay,IN POSSESSION
14,PEDRI,On Target - Saved,0,Loose Ball,14,Spain,IN POSSESSION
18,Fabian RUIZ,Incomplete,0,Loose Ball,14,Spain,IN POSSESSION
19,Pau CUBARSI,Incomplete,0,Pass,14,Spain,IN POSSESSION
28,GAVI,Incomplete - Blocked,0,Pass,14,Spain,IN POSSESSION
28,Marc CUCURELLA,Off Target,0,Other,14,Spain,IN POSSESSION
38,Ferran TORRES,Off Target,0,Pass,14,Spain,IN POSSESSION
38,Mikel OYARZABAL,On Target - Saved,0,Other,14,Spain,IN POSSESSION
39,Ferran TORRES,Incomplete - Blocked,0,Corner,14,Spain,IN POSSESSION
40,Fabian RUIZ,Off Target,0,Pass,14,Spain,IN POSSESSION
44,Ferran TORRES,On Target - Saved,0,Loose Ball,14,Spain,IN POSSESSION
46,Aymeric LAPORTE Deflected,On Target - Saved,0,Corner,14,Spain,IN POSSESSION
48,Mikel OYARZABAL,Off Target,0,Cross,14,Spain,IN POSSESSION
47,Mikel OYARZABAL,Incomplete,0,Cross,14,Spain,IN POSSESSION
47,Fabian RUIZ,Off Target,0,Pass,14,Spain,IN POSSESSION
50,Fabian RUIZ,Off Target,0,Pass,14,Spain,IN POSSESSION
55,Fabian RUIZ,On Target - Saved,0,Cross,14,Spain,IN POSSESSION
57,Aymeric LAPORTE,Off Target,0,Pass,14,Spain,IN POSSESSION
72,Mikel MERINO,On Target - Saved,0,Pass,14,Spain,IN POSSESSION
74,Ferran TORRES,Incomplete - Blocked,0,Pass,14,Spain,IN POSSESSION
77,PEDRI,Incomplete - Blocked,0,Pass,14,Spain,IN POSSESSION
81,Marc CUCURELLA,On Target - Saved,0,Pass,14,Spain,IN POSSESSION
84,RODRI,Off Target,0,Loose Ball,14,Spain,IN POSSESSION
87,Mikel OYARZABAL Deflected,Off Target,0,Pass,14,Spain,IN POSSESSION
91,Lamine YAMAL,Incomplete,0,Pass,14,Spain,IN POSSESSION
94,Mikel OYARZABAL,Off Target,0,Corner,14,Spain,IN POSSESSION
34,DAILON LIVRAMENTO,Off Target,0,Loose Ball,14,Cabo Verde,IN POSSESSION
37,JOVANE CABRAL,Off Target,0,Freekick,14,Cabo Verde,IN POSSESSION
89,KEVIN PINA Deflected,Off Target,0,Pass,14,Cabo Verde,IN POSSESSION
90,DINEY BORGES,On Target - Saved,0,Corner,14,Cabo Verde,IN POSSESSION
93,RYAN MENDES,Off Target,0,Pass,14,Cabo Verde,IN POSSESSION
22,Mehdi TAREMI,Off Target,0,Pass,15,IR Iran,IN POSSESSION
29,Saman GHODDOS,Off Target,0,Loose Ball,15,IR Iran,IN POSSESSION
31,Shahriyar MOGHANLOO,Incomplete,0,Loose Ball,15,IR Iran,IN POSSESSION
31,Ramin REZAEIAN,On Target - Goal,1,Loose Ball,15,IR Iran,IN POSSESSION
47,Shahriyar MOGHANLOO,Off Target,0,Other,15,IR Iran,IN POSSESSION
48,Mehdi GHAYEDI,Incomplete - Blocked,0,Pass,15,IR Iran,IN POSSESSION
50,Shahriyar MOGHANLOO,Off Target,0,Pass,15,IR Iran,IN POSSESSION
63,Mohammad MOHEBBI,On Target - Goal,1,Cross,15,IR Iran,IN POSSESSION
72,Mohammad MOHEBBI,Incomplete - Blocked,0,Pass,15,IR Iran,IN POSSESSION
79,Mehdi TAREMI,Off Target,0,Cross,15,IR Iran,IN POSSESSION
84,Ali ALIPOUR,Incomplete - Blocked,0,Loose Ball,15,IR Iran,IN POSSESSION
84,Saeid EZATOLAHI,Off Target,0,Loose Ball,15,IR Iran,IN POSSESSION
86,Saeid EZATOLAHI,On Target - Saved,0,Pass,15,IR Iran,IN POSSESSION
88,Ali NEMATI,Incomplete,0,Loose Ball,15,IR Iran,IN POSSESSION
6,Elijah JUST,On Target - Goal,1,Other,15,New Zealand,IN POSSESSION
14,Callum McCOWATT,Incomplete,0,Loose Ball,15,New Zealand,IN POSSESSION
14,Chris WOOD,Incomplete,0,Loose Ball,15,New Zealand,IN POSSESSION
29,Liberato CACACE,On Target - Saved,0,Pass,15,New Zealand,IN POSSESSION
44,Chris WOOD,On Target - Saved,0,Freekick,15,New Zealand,IN POSSESSION
54,Elijah JUST,On Target - Goal,1,Pass,15,New Zealand,IN POSSESSION
80,Finn SURMAN,Incomplete,0,Cross,15,New Zealand,IN POSSESSION
92,Chris WOOD,On Target - Saved,0,Cross,15,New Zealand,IN POSSESSION
5,Leandro TROSSARD,Incomplete - Blocked,0,Pass,16,Belgium,IN POSSESSION
6,Kevin DE BRUYNE,Off Target,0,Pass,16,Belgium,IN POSSESSION
30,Youri TIELEMANS,Off Target,0,Cross,16,Belgium,IN POSSESSION
37,Leandro TROSSARD,Incomplete,0,Pass,16,Belgium,IN POSSESSION
38,Leandro TROSSARD,Deflected On Target - Defensive Event,0,Pass,16,Belgium,IN POSSESSION
42,Kevin DE BRUYNE,Incomplete,0,Pass,16,Belgium,IN POSSESSION
45,Jeremy DOKU,Off Target,0,Pass,16,Belgium,IN POSSESSION
52,Kevin DE BRUYNE,Off Target,0,Freekick,16,Belgium,IN POSSESSION
61,Youri TIELEMANS,Off Target,0,Loose Ball,16,Belgium,IN POSSESSION
61,Kevin DE BRUYNE,On Target - Saved,0,Pass,16,Belgium,IN POSSESSION
72,Thomas MEUNIER,On Target - Saved,0,Pass,16,Belgium,IN POSSESSION
82,Brandon MECHELE,On Target - Saved,0,Pass,16,Belgium,IN POSSESSION
86,Romelu LUKAKU,Off Target,0,Cross,16,Belgium,IN POSSESSION
93,Brandon MECHELE,Off Target,0,Freekick,16,Belgium,IN POSSESSION
19,EMAM ASHOUR,On Target - Goal,1,Pass,16,Egypt,IN POSSESSION
32,MOSTAFA ZICO,On Target - Saved,0,Pass,16,Egypt,IN POSSESSION
48,OMAR MARMOUSH,Off Target,0,Loose Ball,16,Egypt,IN POSSESSION
48,MOHAMED HANY Deflected,Off Target,0,Loose Ball,16,Egypt,IN POSSESSION
47,MOSTAFA ZICO,Incomplete - Blocked,0,Cross,16,Egypt,IN POSSESSION
47,OMAR MARMOUSH,Incomplete - Blocked,0,Loose Ball,16,Egypt,IN POSSESSION
54,MOHAMED SALAH,On Target - Saved,0,Cross,16,Egypt,IN POSSESSION
54,EMAM ASHOUR,Off Target,0,Loose Ball,16,Egypt,IN POSSESSION
56,MARAWAN ATTIA,Incomplete - Blocked,0,Loose Ball,16,Egypt,IN POSSESSION
64,OMAR MARMOUSH Deflected,Off Target,0,Pass,16,Egypt,IN POSSESSION
78,ZIZO,Incomplete - Blocked,0,Pass,16,Egypt,IN POSSESSION
83,OMAR MARMOUSH,Incomplete - Blocked,0,Pass,16,Egypt,IN POSSESSION
18,Ousmane DEMBELE,Incomplete - Blocked,0,Pass,17,France,IN POSSESSION
46,Desire DOUE,Off Target,0,Pass,17,France,IN POSSESSION
56,Kylian MBAPPE,On Target - Saved,0,Pass,17,France,IN POSSESSION
64,Theo HERNANDEZ,Incomplete - Blocked,0,Pass,17,France,IN POSSESSION
65,Kylian MBAPPE,On Target - Goal,1,Pass,17,France,IN POSSESSION
71,Michael OLISE,On Target - Saved,0,Loose Ball,17,France,IN POSSESSION
73,Desire DOUE Deflected,On Target - Saved,0,Pass,17,France,IN POSSESSION
81,Bradley BARCOLA,On Target - Goal,1,Pass,17,France,IN POSSESSION
84,Kylian MBAPPE,On Target - Saved,0,Pass,17,France,IN POSSESSION
95,Kylian MBAPPE,On Target - Goal,1,Loose Ball,17,France,IN POSSESSION
6,Ismaila SARR,Incomplete - Blocked,0,Pass,17,Senegal,IN POSSESSION
24,Nicolas JACKSON,Off Target,0,Pass,17,Senegal,IN POSSESSION
30,Ismaila SARR,Off Target,0,Pass,17,Senegal,IN POSSESSION
39,Sadio MANE,On Target - Saved,0,Pass,17,Senegal,IN POSSESSION
50,Ismaila SARR,Off Target,0,Cross,17,Senegal,IN POSSESSION
4,AYMEN HUSSEIN,Off Target,0,Other,18,Iraq,IN POSSESSION
12,ALI ALHAMADI,Off Target,0,Pass,18,Iraq,IN POSSESSION
27,ZAID TAHSEEN,Off Target,0,Loose Ball,18,Iraq,IN POSSESSION
38,AYMEN HUSSEIN,On Target - Goal,1,Cross,18,Iraq,IN POSSESSION
47,ALI ALHAMADI,Incomplete,0,Pass,18,Iraq,IN POSSESSION
47,IBRAHIM BAYESH Deflected,Off Target,0,Loose Ball,18,Iraq,IN POSSESSION
48,ZAID TAHSEEN,Off Target,0,Cross,18,Iraq,IN POSSESSION
49,ALI ALHAMADI Deflected,Off Target,0,Pass,18,Iraq,IN POSSESSION
50,AKAM HASHIM,Off Target,0,Loose Ball,18,Iraq,IN POSSESSION
52,AYMEN HUSSEIN,Off Target,0,Pass,18,Iraq,IN POSSESSION
62,HUSSEIN ALI,Off Target,0,Pass,18,Iraq,IN POSSESSION
19,Erling HAALAND,Off Target,0,Corner,18,Norway,IN POSSESSION
23,Alexander SORLOTH,Deflected On Target - Defensive Event,0,Other,18,Norway,IN POSSESSION
28,Erling HAALAND,On Target - Goal,1,Cross,18,Norway,IN POSSESSION
30,Alexander SORLOTH,Incomplete - Blocked,0,Pass,18,Norway,IN POSSESSION
36,Martin ODEGAARD,Off Target,0,Pass,18,Norway,IN POSSESSION
75,Kristian THORSTVEDT Deflected,Off Target,0,Pass,18,Norway,IN POSSESSION
75,Leo OSTIGARD,On Target - Goal,1,Corner,18,Norway,IN POSSESSION
81,Leo OSTIGARD,Off Target,0,Freekick,18,Norway,IN POSSESSION
82,Erling HAALAND,On Target - Saved,0,Loose Ball,18,Norway,IN POSSESSION
90,Kristian THORSTVEDT,Off Target,0,Loose Ball,18,Norway,IN POSSESSION
16,Lionel MESSI,On Target - Goal,1,Pass,19,Argentina,IN POSSESSION
36,Lionel MESSI,Incomplete,0,Freekick,19,Argentina,IN POSSESSION
41,Thiago ALMADA,Off Target,0,Pass,19,Argentina,IN POSSESSION
49,Alexis MAC ALLISTER,Off Target,0,Freekick,19,Argentina,IN POSSESSION
50,Lionel MESSI,Off Target,0,Pass,19,Argentina,IN POSSESSION
53,Lautaro MARTINEZ,On Target - Saved,0,Pass,19,Argentina,IN POSSESSION
59,Alexis MAC ALLISTER,On Target - Saved,0,Loose Ball,19,Argentina,IN POSSESSION
59,Lionel MESSI,On Target - Goal,1,Other,19,Argentina,IN POSSESSION
65,Lionel MESSI,On Target - Saved,0,Pass,19,Argentina,IN POSSESSION
75,Lionel MESSI,On Target - Goal,1,Pass,19,Argentina,IN POSSESSION
40,Fares CHAIBI,Off Target,0,Pass,19,Algeria,IN POSSESSION
44,Fares CHAIBI,Off Target,0,Pass,19,Algeria,IN POSSESSION
56,Ibrahim MAZA,Incomplete - Blocked,0,Pass,19,Algeria,IN POSSESSION
68,Houssem AOUAR,Off Target,0,Pass,19,Algeria,IN POSSESSION
85,Riyad MAHREZ,Incomplete - Blocked,0,Freekick,19,Algeria,IN POSSESSION
10,David ALABA,Incomplete - Blocked,0,Loose Ball,20,Austria,IN POSSESSION
18,Marcel SABITZER,Incomplete - Blocked,0,Pass,20,Austria,IN POSSESSION
20,Romano SCHMID,On Target - Goal,1,Pass,20,Austria,IN POSSESSION
32,Stefan POSCH,Off Target,0,Loose Ball,20,Austria,IN POSSESSION
48,Sasa KALAJDZIC,Off Target,0,Pass,20,Austria,IN POSSESSION
59,Stefan POSCH,Off Target,0,Other,20,Austria,IN POSSESSION
62,Carney CHUKWUEMEKA,On Target - Goal,1,Pass,20,Austria,IN POSSESSION
91,Marko ARNAUTOVIC,On Target - Saved,0,Loose Ball,20,Austria,IN POSSESSION
93,Konrad LAIMER,Off Target,0,Loose Ball,20,Austria,IN POSSESSION
101,Marko ARNAUTOVIC,On Target - Goal,1,Penalty,20,Austria,IN POSSESSION
1,EHSAN HADDAD,Off Target,0,Pass,20,Jordan,IN POSSESSION
8,MOUSA ALTAMARI,On Target - Saved,0,Pass,20,Jordan,IN POSSESSION
16,ODEH FAKHOURY Deflected,On Target - Saved,0,Freekick,20,Jordan,IN POSSESSION
21,ALI OLWAN,Off Target,0,Cross,20,Jordan,IN POSSESSION
33,ALI OLWAN,On Target - Saved,0,Pass,20,Jordan,IN POSSESSION
33,MOUSA ALTAMARI,Incomplete - Blocked,0,Other,20,Jordan,IN POSSESSION
43,MOUSA ALTAMARI,Incomplete - Blocked,0,Freekick,20,Jordan,IN POSSESSION
49,ALI OLWAN,On Target - Goal,1,Pass,20,Jordan,IN POSSESSION
47,Jonas ADJETEY,On Target - Saved,0,Cross,21,Ghana,IN POSSESSION
49,Caleb YIRENKYI,Off Target,0,Pass,21,Ghana,IN POSSESSION
58,Abdul FATAWU,Off Target,0,Loose Ball,21,Ghana,IN POSSESSION
65,Antoine SEMENYO,Incomplete,0,Other,21,Ghana,IN POSSESSION
66,Antoine SEMENYO,Incomplete - Blocked,0,Loose Ball,21,Ghana,IN POSSESSION
72,Jonas ADJETEY,Off Target,0,Freekick,21,Ghana,IN POSSESSION
94,Caleb YIRENKYI,On Target - Goal,1,Cross,21,Ghana,IN POSSESSION
1,Cecilio WATERMAN,On Target - Saved,0,Cross,21,Panama,IN POSSESSION
4,Cesar BLACKMAN,Incomplete - Blocked,0,Pass,21,Panama,IN POSSESSION
37,Jiovany RAMOS,Off Target,0,Loose Ball,21,Panama,IN POSSESSION
52,Edgar Yoel BARCENAS,Incomplete - Blocked,0,Loose Ball,21,Panama,IN POSSESSION
59,Carlos HARVEY,Incomplete,0,Loose Ball,21,Panama,IN POSSESSION
59,Cristian MARTINEZ,Off Target,0,Loose Ball,21,Panama,IN POSSESSION
63,Cesar BLACKMAN,On Target - Saved,0,Pass,21,Panama,IN POSSESSION
84,Ismael DIAZ,On Target - Saved,0,Other,21,Panama,IN POSSESSION
86,Edgar Yoel BARCENAS,Off Target,0,Pass,21,Panama,IN POSSESSION
98,Ismael DIAZ,On Target - Saved,0,Pass,21,Panama,IN POSSESSION
7,Harry KANE Deflected,Off Target,0,Loose Ball,22,England,IN POSSESSION
8,Ezri KONSA,Incomplete,0,Other,22,England,IN POSSESSION
11,Harry KANE,On Target - Goal,1,Penalty,22,England,IN POSSESSION
15,Noni MADUEKE Deflected,Off Target,0,Loose Ball,22,England,IN POSSESSION
15,Elliot ANDERSON,Incomplete - Blocked,0,Loose Ball,22,England,IN POSSESSION
30,Jude BELLINGHAM,Incomplete,0,Cross,22,England,IN POSSESSION
34,Harry KANE,Incomplete,0,Cross,22,England,IN POSSESSION
41,Harry KANE,On Target - Goal,1,Corner,22,England,IN POSSESSION
45,Reece JAMES,Incomplete - Blocked,0,Freekick,22,England,IN POSSESSION
46,Jude BELLINGHAM,On Target - Goal,1,Pass,22,England,IN POSSESSION
47,Jude BELLINGHAM,On Target - Saved,0,Loose Ball,22,England,IN POSSESSION
51,Declan RICE,On Target - Saved,0,Pass,22,England,IN POSSESSION
55,Nico OREILLY,On Target - Saved,0,Corner,22,England,IN POSSESSION
55,Anthony GORDON,On Target - Saved,0,Other,22,England,IN POSSESSION
55,Ezri KONSA,On Target - Saved,0,Loose Ball,22,England,IN POSSESSION
56,Harry KANE,On Target - Saved,0,Pass,22,England,IN POSSESSION
56,Harry KANE,Off Target,0,Pass,22,England,IN POSSESSION
68,Anthony GORDON,Incomplete - Blocked,0,Pass,22,England,IN POSSESSION
81,Djed SPENCE,On Target - Saved,0,Pass,22,England,IN POSSESSION
84,Marcus RASHFORD,On Target - Goal,1,Pass,22,England,IN POSSESSION
95,Harry KANE,Off Target,0,Pass,22,England,IN POSSESSION
2,Josip SUTALO,Off Target,0,Corner,22,Croatia,IN POSSESSION
35,Martin BATURINA,On Target - Goal,1,Pass,22,Croatia,IN POSSESSION
48,Mario PASALIC,Off Target,0,Pass,22,Croatia,IN POSSESSION
49,Petar MUSA,On Target - Goal,1,Pass,22,Croatia,IN POSSESSION
75,Marco PASALIC,On Target - Saved,0,Pass,22,Croatia,IN POSSESSION
80,Petar SUCIC,Off Target,0,Loose Ball,22,Croatia,IN POSSESSION
83,Mateo KOVACIC,On Target - Saved,0,Loose Ball,22,Croatia,IN POSSESSION
93,Andrej KRAMARIC,Incomplete - Blocked,0,Pass,22,Croatia,IN POSSESSION
94,Josko GVARDIOL,Incomplete - Blocked,0,Loose Ball,22,Croatia,IN POSSESSION
5,JOAO NEVES,On Target - Goal,1,Cross,23,Portugal,IN POSSESSION
38,BRUNO FERNANDES,Incomplete - Blocked,0,Pass,23,Portugal,IN POSSESSION
67,CRISTIANO RONALDO,Off Target,0,Pass,23,Portugal,IN POSSESSION
73,CRISTIANO RONALDO,Off Target,0,Cross,23,Portugal,IN POSSESSION
77,FRANCISCO CONCEICAO Deflected,Off Target,0,Cross,23,Portugal,IN POSSESSION
89,BRUNO FERNANDES,Off Target,0,Other,23,Portugal,IN POSSESSION
91,CRISTIANO RONALDO,Incomplete,0,Cross,23,Portugal,IN POSSESSION
10,Yoane WISSA,Off Target,0,Loose Ball,23,Congo DR,IN POSSESSION
45,Samuel MOUTOUSSAMY,Incomplete,0,Pass,23,Congo DR,IN POSSESSION
47,Samuel MOUTOUSSAMY Deflected,Off Target,0,Pass,23,Congo DR,IN POSSESSION
49,Yoane WISSA,On Target - Goal,1,Cross,23,Congo DR,IN POSSESSION
62,Steve KAPUADI,Off Target,0,Pass,23,Congo DR,IN POSSESSION
76,Cedric BAKAMBU,Off Target,0,Pass,23,Congo DR,IN POSSESSION
46,Behruzjon KARIMOV,Incomplete,0,Loose Ball,24,Uzbekistan,IN POSSESSION
59,Eldor SHOMURODOV,On Target - Saved,0,Cross,24,Uzbekistan,IN POSSESSION
59,Abbosbek FAYZULLAEV,On Target - Goal,1,Other,24,Uzbekistan,IN POSSESSION
87,Dostonbek KHAMDAMOV Deflected,Off Target,0,Pass,24,Uzbekistan,IN POSSESSION
89,Akmal MOZGOVOY,Off Target,0,Pass,24,Uzbekistan,IN POSSESSION
91,Dostonbek KHAMDAMOV,Incomplete,0,Pass,24,Uzbekistan,IN POSSESSION
100,Behruzjon KARIMOV,Off Target,0,Loose Ball,24,Uzbekistan,IN POSSESSION
16,Jhon ARIAS,Off Target,0,Pass,24,Colombia,IN POSSESSION
31,Luis DIAZ,Off Target,0,Pass,24,Colombia,IN POSSESSION
39,James RODRIGUEZ,Incomplete - Blocked,0,Loose Ball,24,Colombia,IN POSSESSION
40,Daniel MUNOZ,On Target - Goal,1,Pass,24,Colombia,IN POSSESSION
44,James RODRIGUEZ,On Target - Saved,0,Pass,24,Colombia,IN POSSESSION
48,Jefferson LERMA,Incomplete,0,Loose Ball,24,Colombia,IN POSSESSION
48,Gustavo PUERTA,Incomplete - Blocked,0,Pass,24,Colombia,IN POSSESSION
63,Jhon ARIAS,Incomplete - Blocked,0,Pass,24,Colombia,IN POSSESSION
63,Jefferson LERMA Deflected,Off Target,0,Loose Ball,24,Colombia,IN POSSESSION
63,Davinson SANCHEZ,Off Target,0,Loose Ball,24,Colombia,IN POSSESSION
64,Luis DIAZ,On Target - Goal,1,Pass,24,Colombia,IN POSSESSION
81,Johan MOJICA,Off Target,0,Pass,24,Colombia,IN POSSESSION
85,Jefferson LERMA,Off Target,0,Pass,24,Colombia,IN POSSESSION
86,Jaminton CAMPAZ,Off Target,0,Other,24,Colombia,IN POSSESSION
98,Jaminton CAMPAZ,On Target - Goal,1,Cross,24,Colombia,IN POSSESSION
0,Patrik SCHICK,Off Target,0,Cross,25,Czechia,IN POSSESSION
4,Ladislav KREJCI,Incomplete,0,Corner,25,Czechia,IN POSSESSION
4,Michal SADILEK,Off Target,0,Loose Ball,25,Czechia,IN POSSESSION
5,Michal SADILEK Deflected,On Target - Goal,1,Pass,25,Czechia,IN POSSESSION
41,Adam HLOZEK,Off Target,0,Freekick,25,Czechia,IN POSSESSION
46,Vladimir DARIDA,Incomplete - Blocked,0,Pass,25,Czechia,IN POSSESSION
46,Lukas CERV,On Target - Saved,0,Loose Ball,25,Czechia,IN POSSESSION
47,Patrik SCHICK,On Target - Saved,0,Corner,25,Czechia,IN POSSESSION
52,Ladislav KREJCI,Off Target,0,Corner,25,Czechia,IN POSSESSION
58,Michal SADILEK,Incomplete,0,Pass,25,Czechia,IN POSSESSION
67,Ladislav KREJCI,Incomplete - Blocked,0,Other,25,Czechia,IN POSSESSION
90,Jaroslav ZELENY,Incomplete,0,Freekick,25,Czechia,IN POSSESSION
93,Lukas PROVOD,Off Target,0,Loose Ball,25,Czechia,IN POSSESSION
11,Oswin APPOLLIS Deflected,Off Target,0,Pass,25,South Africa,IN POSSESSION
12,Aubrey MODIBA,Off Target,0,Pass,25,South Africa,IN POSSESSION
21,Iqraam RAYNERS,Incomplete - Blocked,0,Cross,25,South Africa,IN POSSESSION
44,Teboho MOKOENA,Off Target,0,Pass,25,South Africa,IN POSSESSION
48,Thapelo MASEKO,Incomplete - Blocked,0,Loose Ball,25,South Africa,IN POSSESSION
49,Mbekezeli MBOKAZI,Incomplete - Blocked,0,Loose Ball,25,South Africa,IN POSSESSION
53,Thapelo MASEKO,Off Target,0,Pass,25,South Africa,IN POSSESSION
59,Aubrey MODIBA,Off Target,0,Pass,25,South Africa,IN POSSESSION
73,Evidence MAKGOPA,On Target - Saved,0,Pass,25,South Africa,IN POSSESSION
75,Mbekezeli MBOKAZI,Incomplete - Blocked,0,Freekick,25,South Africa,IN POSSESSION
80,Thapelo MASEKO,Incomplete - Blocked,0,Pass,25,South Africa,IN POSSESSION
82,Teboho MOKOENA,On Target - Goal,1,Penalty,25,South Africa,IN POSSESSION
85,Thalente MBATHA,Incomplete - Blocked,0,Loose Ball,25,South Africa,IN POSSESSION
87,Relebohile MOFOKENG,On Target - Saved,0,Loose Ball,25,South Africa,IN POSSESSION
95,Evidence MAKGOPA,On Target - Saved,0,Loose Ball,25,South Africa,IN POSSESSION
96,Aubrey MODIBA Deflected,Off Target,0,Loose Ball,25,South Africa,IN POSSESSION
96,Mbekezeli MBOKAZI,Incomplete - Blocked,0,Pass,25,South Africa,IN POSSESSION
7,Granit XHAKA Deflected,Off Target,0,Pass,26,Switzerland,IN POSSESSION
9,Dan NDOYE,Off Target,0,Pass,26,Switzerland,IN POSSESSION
19,Dan NDOYE Deflected,On Target - Saved,0,Pass,26,Switzerland,IN POSSESSION
22,Remo FREULER,Off Target,0,Pass,26,Switzerland,IN POSSESSION
50,Dan NDOYE,On Target - Saved,0,Pass,26,Switzerland,IN POSSESSION
52,Michel AEBISCHER,Off Target,0,Pass,26,Switzerland,IN POSSESSION
54,Dan NDOYE Deflected,Off Target,0,Pass,26,Switzerland,IN POSSESSION
61,Breel EMBOLO Deflected,Off Target,0,Loose Ball,26,Switzerland,IN POSSESSION
73,Johan MANZAMBI,On Target - Goal,1,Loose Ball,26,Switzerland,IN POSSESSION
80,Ruben VARGAS,On Target - Saved,0,Freekick,26,Switzerland,IN POSSESSION
83,Ruben VARGAS,On Target - Goal,1,Pass,26,Switzerland,IN POSSESSION
96,Granit XHAKA,On Target - Goal,1,Penalty,26,Switzerland,IN POSSESSION
1,Edin DZEKO,Incomplete,0,Loose Ball,26,Bosnia and Herzegovina,IN POSSESSION
37,Amar MEMIC,On Target - Saved,0,Pass,26,Bosnia and Herzegovina,IN POSSESSION
40,Edin DZEKO,Incomplete - Blocked,0,Pass,26,Bosnia and Herzegovina,IN POSSESSION
67,Amar DEDIC,On Target - Saved,0,Pass,26,Bosnia and Herzegovina,IN POSSESSION
92,Ermin MAHMIC,On Target - Goal,1,Loose Ball,26,Bosnia and Herzegovina,IN POSSESSION
6,Jonathan DAVID,On Target - Saved,0,Cross,27,Canada,IN POSSESSION
14,Stephen EUSTAQUIO,Incomplete,0,Loose Ball,27,Canada,IN POSSESSION
15,Jonathan DAVID,On Target - Saved,0,Cross,27,Canada,IN POSSESSION
15,Cyle LARIN,On Target - Goal,1,Other,27,Canada,IN POSSESSION
20,Derek CORNELIUS,Off Target,0,Freekick,27,Canada,IN POSSESSION
28,Jonathan DAVID,On Target - Goal,1,Loose Ball,27,Canada,IN POSSESSION
34,Ali AHMED,Off Target,0,Freekick,27,Canada,IN POSSESSION
37,Tajon BUCHANAN,On Target - Goal,1,Cross,27,Canada,IN POSSESSION
39,Jonathan DAVID,Deflected On Target - Defensive Event,0,Pass,27,Canada,IN POSSESSION
44,Cyle LARIN Deflected,Off Target,0,Pass,27,Canada,IN POSSESSION
47,Jonathan DAVID,On Target - Goal,1,Other,27,Canada,IN POSSESSION
49,Alistair JOHNSTON,On Target - Saved,0,Pass,27,Canada,IN POSSESSION
47,Ismael KONE,Incomplete - Blocked,0,Pass,27,Canada,IN POSSESSION
49,Cyle LARIN Deflected,Off Target,0,Loose Ball,27,Canada,IN POSSESSION
61,Ali AHMED,Incomplete,0,Pass,27,Canada,IN POSSESSION
63,Nathan SALIBA,On Target - Goal,1,Freekick,27,Canada,IN POSSESSION
74,Tajon BUCHANAN,Incomplete - Blocked,0,Loose Ball,27,Canada,IN POSSESSION
74,Jacob SHAFFELBURG,Off Target,0,Loose Ball,27,Canada,IN POSSESSION
76,Tajon BUCHANAN,Off Target,0,Pass,27,Canada,IN POSSESSION
77,Richie LARYEA Deflected,Off Target,0,Pass,27,Canada,IN POSSESSION
79,Jacob SHAFFELBURG,Off Target,0,Loose Ball,27,Canada,IN POSSESSION
81,Jacob SHAFFELBURG,Off Target,0,Loose Ball,27,Canada,IN POSSESSION
83,Jonathan DAVID Deflected,Off Target,0,Loose Ball,27,Canada,IN POSSESSION
83,Tani OLUWASEYI,Incomplete - Blocked,0,Loose Ball,27,Canada,IN POSSESSION
85,Jonathan DAVID,Incomplete - Blocked,0,Pass,27,Canada,IN POSSESSION
89,Niko SIGUR,Incomplete - Blocked,0,Pass,27,Canada,IN POSSESSION
91,Nathan SALIBA,Incomplete,0,Pass,27,Canada,IN POSSESSION
91,Jonathan DAVID,On Target - Goal,1,Loose Ball,27,Canada,IN POSSESSION
94,Cyle LARIN,Incomplete - Blocked,0,Cross,27,Canada,IN POSSESSION
97,Cyle LARIN,Incomplete,0,Cross,27,Canada,IN POSSESSION
99,Nathan SALIBA,Incomplete,0,Cross,27,Canada,IN POSSESSION
0,EDMILSON JUNIOR,Off Target,0,Cross,27,Qatar,IN POSSESSION
9,BOUALEM KHOUKHI Deflected,Off Target,0,Freekick,27,Qatar,IN POSSESSION
6,Roberto ALVARADO,Off Target,0,Loose Ball,28,Mexico,IN POSSESSION
7,Brian GUTIERREZ,Off Target,0,Pass,28,Mexico,IN POSSESSION
19,Julian QUINONES,On Target - Saved,0,Cross,28,Mexico,IN POSSESSION
48,Jesus GALLARDO,Off Target,0,Pass,28,Mexico,IN POSSESSION
49,Raul JIMENEZ,Incomplete - Blocked,0,Cross,28,Mexico,IN POSSESSION
49,Luis ROMO,On Target - Goal,1,Loose Ball,28,Mexico,IN POSSESSION
74,Raul JIMENEZ,On Target - Saved,0,Pass,28,Mexico,IN POSSESSION
84,Obed VARGAS,On Target - Saved,0,Other,28,Mexico,IN POSSESSION
40,SEOL Youngwoo,Off Target,0,Pass,28,Korea Republic,IN POSSESSION
